Chr	Start	spliceAImax_score
chr2	144128046	0.28
chr2	144229848	0.55
chr2	147960241	0.18
chr2	148020631	0.99
chr2	148233397	0.85
chr2	149038803	0.96
chr2	149205405	0.98
chr2	151289591	0.96
chr2	151460120	0.99
chr2	151525957	0.98
chr2	151545999	0.03
chr2	151567480	0.99
chr2	151603774	1.0
chr2	151636226	1.0
chr2	151657982	0.99
chr2	151828388	0.77
chr2	152663033	0.71
chr2	152663173	1.0
chr2	152663174	0.01
chr2	152669135	0.94
chr2	153900934	0.98
chr2	153905725	0.07
chr2	156513332	0.97
chr2	157826648	0.04
chr2	158102039	0.0
chr2	158340395	0.92
chr2	158498838	0.11
chr2	158621122	0.93
chr2	158674001	0.99
chr2	159001191	0.89
chr2	159283095	0.82
chr2	159286535	0.4
chr2	159714599	0.75
chr2	159715653	0.33
chr2	159808448	1.0
chr2	159840956	0.66
chr2	159854359	0.97
chr2	159875443	0.99
chr2	159947418	0.91
chr2	159951338	0.9
chr2	159969255	0.98
chr2	159976227	0.95
chr2	159987360	0.74
chr2	160172562	1.0
chr2	160318228	0.99
chr2	161708831	0.24
chr2	161958486	0.78
chr2	162047503	0.87
chr2	162200565	0.99
chr2	162219852	0.99
chr2	162226522	0.72
chr2	162268086	0.98
chr2	162277413	0.97
chr2	162279995	0.98
chr2	162352408	0.66
chr2	162394387	1.0
chr2	164800556	0.16
chr2	164945591	0.97
chr2	165245329	0.17
chr2	165381198	0.98
chr2	166204358	0.97
chr2	166228974	0.99
chr2	166278139	0.98
chr2	166409937	0.94
chr2	166413123	0.99
chr2	166441753	0.79
chr2	167184642	0.1
chr2	167257856	0.96
chr2	168811654	0.91
chr2	168990800	0.98
chr2	169083328	0.96
chr2	169083588	1.0
chr2	169095543	0.98
chr2	169280520	0.05
chr2	169294711	0.99
chr2	169563223	0.99
chr2	169584491	0.98
chr2	169603640	0.86
chr2	169694624	0.82
chr2	169694742	0.59
chr2	169697984	0.54
chr2	169805664	1.0
chr2	170501866	0.89
chr2	170651626	0.99
chr2	170652155	0.9
chr2	170798040	0.96
chr2	170844159	1.0
chr2	172077796	0.78
chr2	172504090	0.99
chr2	173258816	0.99
chr2	173258817	1.0
chr2	174629664	0.07
chr2	174748820	0.99
chr2	174917324	0.73
chr2	175151059	1.0
chr2	175995552	0.68
chr2	176100520	0.98
chr2	177629564	0.02
chr2	177675519	0.98
chr2	177727657	0.99
chr2	178432255	0.92
chr2	178443265	0.88
chr2	178447503	0.95
chr2	178447504	0.95
chr2	178493991	0.99
chr2	178528273	1.0
chr2	178535850	0.93
chr2	178611757	0.91
chr2	178613938	0.03
chr2	178619619	1.0
chr2	178646484	0.99
chr2	178653236	0.96
chr2	178653703	0.05
chr2	178654911	0.98
chr2	178663903	0.96
chr2	178683210	0.95
chr2	178684990	0.99
chr2	178704146	0.99
chr2	178706956	1.0
chr2	178731304	0.99
chr2	178756220	0.02
chr2	178756221	0.21
chr2	178774919	0.93
chr2	178790707	0.59
chr2	179719862	0.1
chr2	179970565	0.0
chr2	179978320	0.1
chr2	180980547	0.54
chr2	181539091	0.98
chr2	182063793	0.98
chr2	182964810	0.16
chr2	184599072	0.0
chr2	186666784	0.86
chr2	187380676	1.0
chr2	188294395	0.27
chr2	188383890	0.98
chr2	188991059	0.63
chr2	189057319	1.0
chr2	189448835	0.57
chr2	189462644	1.0
chr2	189747337	0.39
chr2	189785344	0.7
chr2	190199696	0.97
chr2	190290404	1.0
chr2	190366693	0.91
chr2	190433326	0.81
chr2	190509313	0.18
chr2	195738129	0.93
chr2	195754336	0.99
chr2	195906788	0.99
chr2	195910196	0.78
chr2	196677362	0.97
chr2	196729389	0.61
chr2	197110846	0.0
chr2	200306293	0.1
chr2	200306602	0.53
chr2	200586155	1.0
chr2	200593204	0.42
chr2	200603357	0.94
chr2	200634789	1.0
chr2	200641185	1.0
chr2	200659994	0.95
chr2	200855088	0.08
chr2	200858090	0.91
chr2	200858089	0.91
chr2	200864100	0.62
chr2	200885368	0.3
chr2	200887687	0.97
chr2	200992885	0.98
chr2	201045595	0.89
chr2	201141373	0.63
chr2	201186126	1.0
chr2	201200442	0.55
chr2	201208184	0.75
chr2	201209564	0.88
chr2	201260615	0.59
chr2	201632050	0.99
chr2	201654919	0.84
chr2	201664080	0.27
chr2	201687289	0.85
chr2	201806548	0.56
chr2	201833847	0.99
chr2	201835642	0.99
chr2	202103115	1.0
chr2	202757439	0.99
chr2	202785917	0.97
chr2	202815909	0.98
chr2	202897299	0.98
chr2	203136775	0.97
chr2	203138750	0.95
chr2	203180513	0.97
chr2	203202782	0.06
chr2	203213517	1.0
chr2	203251965	0.97
chr2	203289763	0.85
chr2	205158909	0.97
chr2	205766820	0.02
chr2	206126612	1.0
chr2	206142833	0.99
chr2	206693325	0.82
chr2	206746286	0.99
chr2	206958406	0.99
chr2	207559256	0.05
chr2	207768995	0.15
chr2	208142914	0.98
chr2	208163448	0.91
chr2	208171064	0.12
chr2	208248661	0.99
chr2	208339556	0.99
chr2	208437648	0.94
chr2	208437882	1.0
chr2	209579440	0.53
chr2	209580101	1.0
chr2	209945945	1.0
chr2	210016203	0.28
chr2	210291031	1.0
chr2	210476720	0.52
chr2	214436759	0.97
chr2	214730409	0.97
chr2	215036951	0.98
chr2	215325330	0.98
chr2	215332380	1.0
chr2	216082145	0.31
chr2	216412799	0.56
chr2	216498879	0.96
chr2	217830391	0.44
chr2	217835090	0.99
chr2	217920193	0.98
chr2	218072373	0.97
chr2	218072500	0.91
chr2	218166906	0.88
chr2	218394631	0.99
chr2	218660306	0.09
chr2	218676027	0.99
chr2	218679166	0.97
chr2	218692294	1.0
chr2	218753581	0.98
chr2	218754132	0.93
chr2	218812750	0.98
chr2	218826927	0.99
chr2	218828517	0.94
chr2	218830745	0.96
chr2	218882424	0.97
chr2	218990851	0.98
chr2	219176333	0.87
chr2	219209260	0.91
chr2	219213240	1.0
chr2	219234824	0.74
chr2	219280689	0.99
chr2	219329636	1.0
chr2	219544688	0.73
chr2	219552111	0.98
chr2	219563354	0.98
chr2	219565516	0.02
chr2	219609095	0.99
chr2	219609214	0.99
chr2	219633458	0.98
chr2	222447427	0.07
chr2	222521766	1.0
chr2	222694360	1.0
chr2	222916497	0.96
chr2	222918156	1.0
chr2	224837833	0.99
chr2	227309078	0.45
chr2	227325428	0.93
chr2	227329784	0.6
chr2	227330847	0.98
chr2	227332589	1.0
chr2	227332590	1.0
chr2	227688308	0.98
chr2	227893919	0.93
chr2	229909087	0.24
chr2	229909088	0.21
chr2	230171769	0.69
chr2	230200884	0.9
chr2	230248067	0.86
chr2	230328832	0.58
chr2	230385222	0.99
chr2	230464066	0.98
chr2	230467119	0.98
chr2	230473441	0.89
chr2	230713803	0.49
chr2	230814047	0.99
chr2	231038200	0.99
chr2	231198942	0.1
chr2	231239941	0.98
chr2	231738012	0.89
chr2	231788553	0.98
chr2	231801208	0.74
chr2	232458750	0.85
chr2	232526675	0.99
chr2	232543701	0.64
chr2	232697394	0.01
chr2	233320628	0.98
chr2	233467205	0.94
chr2	233485766	0.8
chr2	233521115	1.0
chr2	233533478	0.88
chr2	233551375	0.83
chr2	233719688	0.24
chr2	233779344	0.92
chr2	233804050	0.93
chr2	233804548	0.75
chr2	233807732	0.92
chr2	233823671	0.94
chr2	233828629	1.0
chr2	233831542	0.96
chr2	233833137	0.96
chr2	233947157	0.98
chr2	233961067	0.99
chr2	234076844	0.46
chr2	235027857	0.14
chr2	236241279	0.71
chr2	237086798	0.56
chr2	237096821	0.99
chr2	237324816	0.86
chr2	237566675	0.97
chr2	237798862	0.95
chr2	238100715	0.99
chr2	238125385	0.95
chr2	238252911	0.88
chr2	238332822	0.74
chr2	239400376	0.55
chr2	240500451	1.0
chr2	240553059	0.93
chr2	240557353	0.85
chr2	240563673	0.77
chr2	240930271	0.98
chr2	240932910	0.7
chr2	240967467	0.97
chr2	240968263	0.98
chr2	241040189	0.9
chr2	241040299	0.83
chr2	241102251	0.83
chr2	241108166	1.0
chr2	241108302	0.99
chr2	241112239	0.94
chr2	241138795	1.0
chr2	241167043	0.27
chr2	241214903	0.94
chr2	241223661	0.69
chr2	241335958	0.54
chr2	241435031	0.99
chr2	241456746	0.95
chr2	241498234	0.95
chr2	241702104	0.99
chr2	241776985	0.99
chr2	241799156	0.93
chr3	1325953	0.57
chr3	1385798	0.79
chr3	3128019	0.62
chr3	4493607	0.01
chr3	4653887	0.98
chr3	4660986	0.99
chr3	5201926	0.99
chr3	5213523	0.98
chr3	8632111	0.99
chr3	8635758	0.93
chr3	8769046	0.0
chr3	9363334	0.6
chr3	9552848	0.87
chr3	9810619	0.98
chr3	9840531	0.99
chr3	9914473	0.18
chr3	9932859	0.97
chr3	9934613	0.91
chr3	9952321	0.98
chr3	10028722	1.0
chr3	10043483	0.91
chr3	10046724	1.0
chr3	10065393	0.99
chr3	10073363	0.88
chr3	10200367	1.0
chr3	10289760	0.99
chr3	11554810	0.66
chr3	11833153	0.91
chr3	12484881	0.11
chr3	12519198	0.99
chr3	12735554	0.84
chr3	12743899	0.98
chr3	12827438	0.99
chr3	14124654	0.97
chr3	14682576	0.93
chr3	14684384	0.9
chr3	14689996	0.98
chr3	14714005	0.09
chr3	14714160	0.39
chr3	14728438	0.93
chr3	14898738	0.98
chr3	15034669	0.99
chr3	15415585	0.74
chr3	15710398	0.0
chr3	16219401	0.96
chr3	16270927	0.61
chr3	16303594	0.12
chr3	16377717	0.96
chr3	16513441	0.97
chr3	17383912	0.99
chr3	17479396	0.09
chr3	17646959	0.04
chr3	17662988	0.34
chr3	17663111	0.45
chr3	19986183	0.95
chr3	23534151	0.14
chr3	23534152	0.14
chr3	23916783	0.6
chr3	23921597	0.0
chr3	27284706	1.0
chr3	27295612	0.83
chr3	27307858	0.06
chr3	28390618	0.17
chr3	30606978	0.99
chr3	30674247	1.0
chr3	30834283	0.6
chr3	30844386	0.3
chr3	32528603	0.87
chr3	33174885	0.98
chr3	33383987	1.0
chr3	33439927	0.01
chr3	33632375	0.98
chr3	33854014	0.99
chr3	35715437	0.83
chr3	35717359	0.79
chr3	36493150	0.87
chr3	36505745	1.0
chr3	36908322	0.99
chr3	36997153	0.02
chr3	37014545	0.87
chr3	37025636	0.92
chr3	37102923	0.31
chr3	37154611	0.53
chr3	37176059	0.92
chr3	37957144	0.73
chr3	37999052	0.01
chr3	38008233	0.91
chr3	38011675	0.97
chr3	38094877	0.84
chr3	38095947	0.95
chr3	38251473	0.04
chr3	38274602	1.0
chr3	38307252	0.84
chr3	38771278	0.77
chr3	38871710	0.42
chr3	38885287	0.87
chr3	38910209	0.44
chr3	39066956	0.51
chr3	39118179	0.1
chr3	39408740	0.2
chr3	39408741	0.2
chr3	40400892	0.97
chr3	40401012	0.98
chr3	41789844	1.0
chr3	42528124	0.99
chr3	42532334	0.96
chr3	42557697	0.99
chr3	42735706	0.99
chr3	42735915	0.01
chr3	42938848	0.97
chr3	43372726	0.14
chr3	44421814	0.72
chr3	44437768	0.0
chr3	44499300	0.0
chr3	44717430	0.02
chr3	44717431	0.02
chr3	44826038	0.94
chr3	44893696	0.88
chr3	44893697	0.87
chr3	44901699	0.89
chr3	44910088	0.99
chr3	45007576	0.05
chr3	45488813	0.99
chr3	45770372	0.58
chr3	45780007	0.99
chr3	46264457	0.32
chr3	46437939	0.99
chr3	46579367	0.52
chr3	46580061	0.66
chr3	46683328	1.0
chr3	46902747	0.97
chr3	47126647	0.97
chr3	47235619	0.99
chr3	47273551	0.93
chr3	47918718	0.96
chr3	48088772	0.96
chr3	48224352	0.99
chr3	48373347	0.03
chr3	48380913	0.64
chr3	48415175	0.98
chr3	48464039	1.0
chr3	48570969	0.95
chr3	48585555	0.96
chr3	48585689	0.96
chr3	48594366	0.87
chr3	48604432	0.97
chr3	48609303	1.0
chr3	48643678	0.9
chr3	48679458	1.0
chr3	48694454	0.03
chr3	48944981	0.01
chr3	48979481	1.0
chr3	49017227	0.98
chr3	49047248	0.99
chr3	49118122	0.04
chr3	49128820	0.96
chr3	49171687	0.99
chr3	49411844	0.0
chr3	49417974	0.98
chr3	49419258	0.99
chr3	49487252	0.09
chr3	49790888	0.89
chr3	49791440	0.81
chr3	49813060	0.98
chr3	49861301	0.96
chr3	49862044	0.86
chr3	49898213	0.99
chr3	49929607	0.52
chr3	50047158	0.02
chr3	50256190	1.0
chr3	50256191	0.98
chr3	50290473	0.96
chr3	50293722	0.17
chr3	50297674	0.89
chr3	50348783	1.0
chr3	50561720	0.94
chr3	50610372	0.02
chr3	50646826	0.99
chr3	51090385	0.98
chr3	51671548	0.75
chr3	51713962	0.05
chr3	51827315	0.03
chr3	51942709	0.87
chr3	51959365	0.86
chr3	51962089	0.38
chr3	51988910	0.99
chr3	52246050	0.95
chr3	52391604	1.0
chr3	52398031	0.99
chr3	52520699	0.97
chr3	52522554	0.98
chr3	52523221	1.0
chr3	52550639	0.0
chr3	52780095	0.01
chr3	52783126	0.99
chr3	52784479	0.98
chr3	52806407	1.0
chr3	52824006	0.94
chr3	53111829	0.99
chr3	53161429	0.03
chr3	53237795	0.45
chr3	53237796	0.45
chr3	53874366	0.51
chr3	53876081	0.38
chr3	53876082	0.01
chr3	53876715	0.99
chr3	54122836	0.77
chr3	54969799	0.99
chr3	56010448	0.91
chr3	56558911	0.99
chr3	56564126	0.83
chr3	56571525	0.21
chr3	57198751	0.92
chr3	57280474	0.99
chr3	57559560	0.76
chr3	57857731	0.99
chr3	57908007	0.98
chr3	58132021	0.06
chr3	58197979	0.99
chr3	58420535	0.28
chr3	58430127	0.99
chr3	58566696	0.97
chr3	58637226	0.99
chr3	58640126	0.93
chr3	59046228	1.0
chr3	62465366	1.0
chr3	62513637	0.62
chr3	62753775	0.99
chr3	63278552	1.0
chr3	63863502	0.26
chr3	64546757	0.75
chr3	65379555	0.97
chr3	66499882	0.55
chr3	68932320	0.22
chr3	68978436	1.0
chr3	69007823	1.0
chr3	69122503	0.02
chr3	71493425	1.0
chr3	71581547	0.93
chr3	71693874	0.98
chr3	72842278	0.95
chr3	73388070	0.0
chr3	75664559	
chr3	75664560	
chr3	75665205	0.99
chr3	75784914	0.68
chr3	75785004	0.01
chr3	77564589	0.52
chr3	81536909	0.87
chr3	81648854	0.94
chr3	94039878	0.99
chr3	97766090	0.29
chr3	97942283	0.99
chr3	98522540	0.42
chr3	99929855	0.0
chr3	100320775	1.0
chr3	100519460	0.87
chr3	100609972	0.99
chr3	100633379	0.62
chr3	100713642	0.9
chr3	100754610	0.99
chr3	100833158	0.96
chr3	100848799	0.99
chr3	100848800	0.99
chr3	101782658	0.63
chr3	101857185	0.01
chr3	105702460	0.96
chr3	105724025	0.01
chr3	105839421	0.12
chr3	105867592	1.0
chr3	108408405	0.97
chr3	108408406	0.97
chr3	108495874	0.96
chr3	108499454	0.98
chr3	108646650	0.94
chr3	109063151	0.99
chr3	109095070	1.0
chr3	109110784	0.98
chr3	109314556	0.99
chr3	109330814	0.97
chr3	109331786	0.99
chr3	111623753	0.43
chr3	111990752	0.29
chr3	112039750	0.9
chr3	112047738	0.98
chr3	112061924	0.59
chr3	112078741	1.0
chr3	112180562	0.94
chr3	112208374	0.07
chr3	112275026	0.77
chr3	112640919	0.65
chr3	112841246	0.32
chr3	112996993	0.64
chr3	112999565	0.99
chr3	113212695	
chr3	113212694	
chr3	113401289	0.03
chr3	113494144	0.97
chr3	113581359	0.98
chr3	113623734	0.99
chr3	113724096	0.99
chr3	113901147	0.97
chr3	113909121	1.0
chr3	113948964	0.97
chr3	113978332	1.0
chr3	114005964	0.93
chr3	114056376	0.98
chr3	114056866	0.99
chr3	114710315	0.3
chr3	114743711	0.08
chr3	114758895	0.04
chr3	115816648	0.06
chr3	118905595	0.98
chr3	118981790	0.74
chr3	119237072	0.93
chr3	119480174	0.7
chr3	119642562	0.98
chr3	119726349	0.98
chr3	119814977	0.97
chr3	120647054	0.99
chr3	120682096	0.89
chr3	121467642	0.31
chr3	121483583	0.8
chr3	121522002	0.98
chr3	121586021	0.97
chr3	121669196	0.7
chr3	121717141	0.01
chr3	121788282	0.03
chr3	121929349	0.64
chr3	122752676	0.51
chr3	123649196	0.02
chr3	123981426	0.05
chr3	125002013	0.81
chr3	125567393	0.98
chr3	125931757	0.64
chr3	125971115	0.37
chr3	125972042	0.99
chr3	125972171	0.98
chr3	126414180	0.12
chr3	126418775	0.89
chr3	126419636	0.9
chr3	126434174	1.0
chr3	126435654	0.4
chr3	126503994	0.15
chr3	126507964	0.85
chr3	126621740	0.99
chr3	126643980	0.99
chr3	126644054	1.0
chr3	127017038	0.99
chr3	127573789	0.93
chr3	128101650	0.01
chr3	128246835	1.0
chr3	128358209	0.96
chr3	128644985	1.0
chr3	128935124	1.0
chr3	128985338	0.1
chr3	129037119	0.95
chr3	129038902	0.99
chr3	129121898	0.18
chr3	129137130	0.18
chr3	129456113	0.0
chr3	129688474	0.01
chr3	130097173	1.0
chr3	130376236	1.0
chr3	130395467	0.99
chr3	130410075	0.94
chr3	130421152	0.74
chr3	130429571	0.98
chr3	130469482	0.98
chr3	130471927	0.78
chr3	130563666	0.91
chr3	130568605	0.99
chr3	130592694	0.99
chr3	130594344	0.75
chr3	130606967	0.98
chr3	130621884	0.84
chr3	130635698	0.42
chr3	130662309	0.97
chr3	131097736	0.44
chr3	131170888	0.71
chr3	131500428	1.0
chr3	132345060	0.99
chr3	132352824	0.82
chr3	132356684	0.96
chr3	132513101	1.0
chr3	132605097	0.95
chr3	132618633	0.91
chr3	132642804	0.99
chr3	132688645	0.99
chr3	132689264	1.0
chr3	132694967	0.29
chr3	133979480	0.94
chr3	136194393	0.63
chr3	136989440	0.97
chr3	138024725	0.99
chr3	138030968	0.99
chr3	138188400	0.57
chr3	138314331	0.36
chr3	138319476	0.73
chr3	138476816	0.53
chr3	138500398	0.97
chr3	138532571	0.78
chr3	139359180	0.46
chr3	140459770	0.99
chr3	141413641	0.09
chr3	141571069	0.98
chr3	141573222	0.4
chr3	142000356	0.03
chr3	142172351	1.0
chr3	142181566	0.96
chr3	142375945	0.68
chr3	142384521	0.1
chr3	142459225	0.23
chr3	142469571	0.98
chr3	142549478	0.99
chr3	142743587	0.9
chr3	142823616	0.75
chr3	146199812	0.63
chr3	146458454	0.56
chr3	146591719	0.97
chr3	148698128	0.98
chr3	148739799	0.15
chr3	148827895	0.99
chr3	148991648	0.95
chr3	149039231	0.03
chr3	149060689	0.99
chr3	149179554	0.98
chr3	149475053	0.99
chr3	150552354	1.0
chr3	150674042	0.76
chr3	150682217	0.79
chr3	150686355	0.99
chr3	152269093	0.97
chr3	152300974	0.76
chr3	154124409	0.87
chr3	154299927	0.1
chr3	155080002	0.72
chr3	156979276	0.6
chr3	157045339	1.0
chr3	157265525	0.48
chr3	158105056	0.49
chr3	158110198	0.05
chr3	158571393	0.84
chr3	158690324	1.0
chr3	158697971	0.93
chr3	158732138	0.95
chr3	158732137	0.95
chr3	158732139	0.95
chr3	158813964	0.76
chr3	158823526	0.99
chr3	159993449	0.84
chr3	160307662	0.97
chr3	160307782	0.95
chr3	160404505	0.0
chr3	160425021	0.0
chr3	160425022	0.0
chr3	160535898	1.0
chr3	161104877	0.47
chr3	161105002	0.89
chr3	161221993	0.92
chr3	164991351	0.02
chr3	165017968	0.99
chr3	165018068	0.99
chr3	165059901	1.0
chr3	167365885	0.99
chr3	167576152	0.96
chr3	167602276	0.98
chr3	167604469	0.96
chr3	168010742	0.95
chr3	168027726	0.52
chr3	168095097	0.99
chr3	169861814	0.87
chr3	169938317	0.71
chr3	170281264	0.63
chr3	171128880	0.98
chr3	171843543	0.89
chr3	171853851	0.91
chr3	172511616	0.63
chr3	177079826	0.98
chr3	179243285	0.86
chr3	179601729	1.0
chr3	179653394	0.99
chr3	179781824	0.96
chr3	179809670	0.0
chr3	182829753	1.0
chr3	183071208	0.98
chr3	183072488	1.0
chr3	183099348	0.94
chr3	183318218	0.98
chr3	183635795	0.65
chr3	183636220	0.37
chr3	183963590	0.97
chr3	184036101	0.03
chr3	184038274	0.99
chr3	184059435	0.99
chr3	184824543	0.84
chr3	185285515	0.87
chr3	185480531	0.06
chr3	185496827	0.98
chr3	186556777	0.0
chr3	186642560	0.95
chr3	186675191	1.0
chr3	186783641	0.99
chr3	186790141	0.72
chr3	186806424	0.95
chr3	186963927	0.98
chr3	187128064	0.98
chr3	187225510	1.0
chr3	187745408	0.67
chr3	189310541	0.99
chr3	190556128	0.55
chr3	190629349	0.97
chr3	193251501	0.2
chr3	193255790	0.9
chr3	193299129	0.84
chr3	193344057	0.98
chr3	193363384	0.99
chr3	193466024	0.21
chr3	193467314	1.0
chr3	193489865	0.79
chr3	194628510	0.86
chr3	195226857	0.97
chr3	195583877	0.99
chr3	195749065	0.84
chr3	195770215	0.95
chr3	195883155	0.98
chr3	196065442	1.0
chr3	196209375	0.98
chr3	196316232	0.97
chr3	197017102	0.99
chr3	197076585	0.95
chr3	197297672	0.9
chr3	197817174	0.98
chr3	197865421	0.97
chr3	197950300	0.01
chr4	295535	0.19
chr4	358207	0.17
chr4	670045	0.92
chr4	679913	0.99
chr4	955754	0.93
chr4	967727	0.98
chr4	968280	0.99
chr4	968281	0.99
chr4	1012278	0.87
chr4	1170998	0.99
chr4	1351713	0.98
chr4	1825563	0.99
chr4	2042825	0.99
chr4	2081632	0.76
chr4	2129257	0.7
chr4	2156854	0.78
chr4	2159213	0.53
chr4	2179306	0.95
chr4	2419094	0.98
chr4	2470985	0.42
chr4	2659557	0.98
chr4	2831979	1.0
chr4	2844835	0.28
chr4	2944072	1.0
chr4	2948409	0.99
chr4	2984512	0.79
chr4	3022412	0.92
chr4	3209950	0.99
chr4	3428088	0.96
chr4	3442730	0.99
chr4	4206071	0.82
chr4	4236257	0.83
chr4	4279446	1.0
chr4	4387984	0.16
chr4	4420130	0.85
chr4	5017134	0.93
chr4	5456925	0.99
chr4	5965147	0.99
chr4	5973658	0.99
chr4	6575349	0.96
chr4	6600622	0.99
chr4	6610991	0.88
chr4	6640709	0.9
chr4	7781629	0.73
chr4	8233514	0.98
chr4	8240697	0.99
chr4	8370907	0.97
chr4	8452880	0.99
chr4	8599583	0.34
chr4	8607426	1.0
chr4	10021279	0.96
chr4	10454990	0.6
chr4	10490614	0.33
chr4	10667912	0.99
chr4	13581056	0.06
chr4	13613663	0.98
chr4	15473257	0.1
chr4	15516005	0.95
chr4	15587814	0.97
chr4	15605800	0.99
chr4	15605801	0.94
chr4	15625979	0.86
chr4	15628034	0.91
chr4	15630793	0.99
chr4	15638696	0.99
chr4	15644710	1.0
chr4	15711890	0.99
chr4	15715706	0.75
chr4	15722935	0.85
chr4	15825017	0.67
chr4	16503132	0.61
chr4	17810466	0.0
chr4	20488995	0.02
chr4	20707802	0.86
chr4	20713540	0.99
chr4	20727283	0.98
chr4	22748835	1.0
chr4	24876535	0.87
chr4	24980067	0.99
chr4	25252476	1.0
chr4	25394828	0.86
chr4	25662843	1.0
chr4	25667878	1.0
chr4	26320698	0.77
chr4	36083367	1.0
chr4	36284593	0.89
chr4	38782920	0.99
chr4	39045097	0.48
chr4	39063036	0.58
chr4	39096691	0.98
chr4	39303152	0.77
chr4	39467647	0.98
chr4	40112174	0.96
chr4	40212793	0.06
chr4	40750992	0.98
chr4	40776260	0.83
chr4	40856984	0.92
chr4	40945074	0.84
chr4	42398334	1.0
chr4	44649983	1.0
chr4	44686024	0.99
chr4	44698543	0.94
chr4	47546622	0.9
chr4	47600213	0.97
chr4	47763378	0.99
chr4	47786927	1.0
chr4	47971102	0.01
chr4	48030118	0.97
chr4	48104957	0.89
chr4	48167776	0.13
chr4	48594018	0.01
chr4	48831532	0.24
chr4	48832683	0.92
chr4	48904635	0.07
chr4	48998459	0.34
chr4	52060418	0.99
chr4	52750929	0.96
chr4	53453143	0.04
chr4	55080164	0.97
chr4	55969129	0.99
chr4	55980141	0.99
chr4	56436260	0.42
chr4	56446356	0.37
chr4	56448598	0.01
chr4	56552548	0.95
chr4	56655856	1.0
chr4	56908215	0.99
chr4	64328558	0.91
chr4	65353105	0.99
chr4	67918971	0.79
chr4	67931992	0.57
chr4	68228074	0.99
chr4	68228741	1.0
chr4	68236001	0.98
chr4	68316450	0.0
chr4	68476439	0.95
chr4	68822269	0.99
chr4	68827549	0.94
chr4	68930545	0.99
chr4	69014154	0.0
chr4	69051603	0.0
chr4	69936565	0.34
chr4	69941061	0.73
chr4	69959071	0.97
chr4	69998421	0.98
chr4	70030792	0.98
chr4	70054420	0.98
chr4	70055604	0.93
chr4	70158327	0.83
chr4	70196734	0.88
chr4	70430688	0.99
chr4	70430689	0.88
chr4	70474006	1.0
chr4	70529212	0.05
chr4	70601656	0.98
chr4	71023707	1.0
chr4	71769401	0.99
chr4	72039414	0.95
chr4	72138039	0.94
chr4	72305986	0.96
chr4	73068135	0.06
chr4	73450613	0.99
chr4	73455292	0.21
chr4	73495434	0.98
chr4	73500228	0.81
chr4	73620438	0.74
chr4	73854033	0.98
chr4	74225301	0.99
chr4	74241418	0.14
chr4	75556585	0.05
chr4	75592144	0.83
chr4	75596341	0.78
chr4	75648638	1.0
chr4	75673018	0.99
chr4	75884592	0.98
chr4	75920950	0.99
chr4	75925732	0.7
chr4	76097677	0.99
chr4	76100289	0.64
chr4	76100988	0.94
chr4	76263844	0.98
chr4	76283379	0.14
chr4	76332431	0.39
chr4	76334169	0.97
chr4	76357373	0.37
chr4	78372859	0.99
chr4	78429228	0.97
chr4	78438569	0.98
chr4	78582291	1.0
chr4	79984864	0.99
chr4	80069509	0.98
chr4	80335880	0.97
chr4	80362752	0.99
chr4	81153429	0.01
chr4	82485721	0.41
chr4	82842139	0.84
chr4	83049319	0.0
chr4	83418207	0.99
chr4	83443503	0.98
chr4	83598050	0.99
chr4	85778967	0.26
chr4	85995658	0.99
chr4	86194308	0.68
chr4	86194335	0.75
chr4	86892061	0.39
chr4	87220034	0.08
chr4	87449141	0.99
chr4	87839683	0.49
chr4	87980045	0.82
chr4	88118261	0.96
chr4	88121794	0.94
chr4	88140015	0.99
chr4	88404874	0.64
chr4	88731430	0.0
chr4	88991152	0.99
chr4	89029458	0.99
chr4	89894722	0.71
chr4	90127833	0.81
chr4	91085995	0.99
chr4	94208345	0.98
chr4	94996385	0.02
chr4	97943896	0.99
chr4	99076291	1.0
chr4	99131503	0.99
chr4	99143164	0.55
chr4	99213604	0.81
chr4	99216160	0.98
chr4	99284715	0.96
chr4	99320915	0.44
chr4	99415617	1.0
chr4	101895411	0.96
chr4	102502169	0.5
chr4	102613583	0.0
chr4	102668962	0.99
chr4	102714437	0.95
chr4	102911430	0.98
chr4	102932300	1.0
chr4	103043446	0.66
chr4	103140415	0.99
chr4	105453596	0.99
chr4	105645389	0.97
chr4	106316346	0.0
chr4	109449415	0.4
chr4	109560437	0.99
chr4	109689570	0.0
chr4	109717715	0.98
chr4	109757935	0.46
chr4	110198368	0.36
chr4	110506759	1.0
chr4	110520007	0.99
chr4	112145735	0.98
chr4	112315853	0.94
chr4	112539862	0.96
chr4	112547284	0.98
chr4	112547409	0.98
chr4	112558311	0.57
chr4	112623877	0.82
chr4	112646453	0.0
chr4	113906694	0.49
chr4	113970948	0.16
chr4	113973710	0.02
chr4	118143685	1.0
chr4	118298732	1.0
chr4	119135983	0.99
chr4	119212875	0.36
chr4	119235412	0.3
chr4	121138686	0.73
chr4	121822648	0.01
chr4	122209157	0.86
