MIM Number	Approved Gene Symbol	Phenotypes
604834	TBK1	{Encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 8}, 617900 (3), Autosomal dominant; Frontotemporal dementia and/or amyotrophic lateral sclerosis 4, 616439 (3), Autosomal dominant
607019	RASSF3	
611547		{Stature QTL 9}, 611547 (2)
607664	GNS	Mucopolysaccharidosis type IIID, 252940 (3), Autosomal recessive
615077	TBC1D30	
605186	WIF1	
607844	LEMD3	Buschke-Ollendorff syndrome, 166700 (3), Autosomal dominant; Osteopoikilosis with or without melorheostosis, 166700 (3), Autosomal dominant
613719	MSRB3	Deafness, autosomal recessive 74, 613718 (3), Autosomal recessive
600698	HMGA2	Silver-Russell syndrome 5, 618908 (3), Autosomal dominant
616998	LLPH	
616874	TMBIM4	
604459	IRAK3	{Asthma susceptibility 5}, 611064 (3)
614539	HELB	
604597	GRIP1	Fraser syndrome 3, 617667 (3), Autosomal recessive
607727	CAND1	
612639		{Inflammatory bowel disease 26}, 612639 (2)
603496	DYRK2	
147570	IFNG	{Hepatitis C virus, response to therapy of}, 609532 (3); {TSC2 angiomyolipomas, renal, modifier of}, 613254 (3), Autosomal dominant; {Aplastic anemia}, 609135 (3); ?Immunodeficiency 69, mycobacteriosis, 618963 (3), Autosomal recessive; {Tuberculosis, protection against}, 607948 (3); {AIDS, rapid progression to}, 609423 (3)
605679	IL26	
605330	IL22	
613813	MDM1	
179530	RAP1B	Thrombocytopenia 11 with multiple congenital anomalies and dysmorphic facies, 620654 (3), Autosomal dominant
607617	NUP107	?Ovarian dysgenesis 6, 618078 (3), Autosomal recessive; Galloway-Mowat syndrome 7, 618348 (3), Autosomal recessive; Nephrotic syndrome, type 11, 616730 (3), Autosomal recessive
620355	SLC35E3	
164785	MDM2	{Accelerated tumor formation, susceptibility to}, 614401 (3), Autosomal dominant; ?Lessel-Kubisch syndrome, 618681 (3), Autosomal recessive
114860	CPM	
604979	CPSF6	
153450	LYZ	Amyloidosis, hereditary systemic 5, 620658 (3)
602116	YEATS4	
607743	FRS2	
605139	CCT2	
610846	LRRC10	
607337	BEST3	
608686	RAB3IP	
619085	PRANCR	
604909	CNOT2	Intellectual developmental disorder with nasal speech, dysmorphic facies, and variable skeletal anomalies, 618608 (3), Autosomal dominant
605223	KCNMB4	
176882	PTPRB	
602853	PTPRR	
612715		Dyschromatosis universalis hereditaria 2, 612715 (2)
603221		Myopia-3, 603221 (2), Autosomal dominant
169900	PEPB	
600769	TSPAN8	
606667	LGR5	
612531	THAP2	
612398	RAB21	
612662	TBC1D15	
607478	TPH2	{?Attention deficit-hyperactivity disorder, susceptibility to, 7}, 613003 (3); {Unipolar depression, susceptibility to}, 608516 (3)
606950	TRHDE	
615579	ATXN7L3B	
176256	KCNC2	Developmental and epileptic encephalopathy 103, 619913 (3), Autosomal dominant
607724	CAPS2	
610395	GLIPR1L1	
610394	GLIPR1L2	
602692	GLIPR1	
612817	KRR1	
605335	PHLDA1	
164060	NAP1L1	
610148	BBS10	Bardet-Biedl syndrome 10, 615987 (3), Autosomal recessive
606736	OSBPL8	
607799	ZDHHC17	
601871	CSRP2	
612046	E2F7	
611629	NAV3	
185605	SYT1	Baker-Gordon syndrome, 618218 (3), Autosomal dominant
601936	PAWR	
602021	PPP1R12A	Genitourinary and/or/brain malformation syndrome, 618820 (3), Autosomal dominant
614925	OTOGL	Deafness, autosomal recessive 84B, 614944 (3), Autosomal recessive
603317	PTPRQ	Deafness, autosomal dominant 73, 617663 (3), Autosomal dominant; Deafness, autosomal recessive 84A, 613391 (3), Autosomal recessive
159991	MYF6	
159990	MYF5	Ophthalmoplegia, external, with rib and vertebral anomalies, 618155 (3), Autosomal recessive
603380	LIN7A	
614356	ACSS3	
603143	PPFIA2	
619280	CCDC59	
615856	TMTC2	
607971	SLC6A15	
601527	ALX1	Frontonasal dysplasia 3, 613456 (3), Autosomal recessive
610383	RASSF9	
162650	NTS	
607385	MGAT4C	
610142	CEP290	Leber congenital amaurosis 10, 611755 (3); Joubert syndrome 5, 610188 (3), Autosomal recessive; Senior-Loken syndrome 6, 610189 (3), Autosomal recessive; ?Bardet-Biedl syndrome 14, 615991 (3), Autosomal recessive; Meckel syndrome 4, 611134 (3), Autosomal recessive
617218	TMTC3	Lissencephaly 8, 617255 (3), Autosomal recessive
184745	KITLG	Hyperpigmentation with or without hypopigmentation, 145250 (3), Autosomal dominant; Waardenburg syndrome, type 2F, 619947 (3), Autosomal recessive; Deafness, autosomal dominant 69, unilateral or asymmetric, 616697 (3), Autosomal dominant; [Skin/hair/eye pigmentation 7, blond/brown hair], 611664 (3)
121400		Cornea plana 1, autosomal dominant, 121400 (2), Autosomal dominant
612868		Corneal dystrophy, posterior amorphous, 612868 (4), Autosomal dominant
602748	DUSP6	Hypogonadotropic hypogonadism 19 with or without anosmia, 615269 (3), Autosomal dominant
614784	POC1B	Cone-rod dystrophy 20, 615973 (3), Autosomal recessive
603565	GALNT4	
108731	ATP2B1	Intellectual developmental disorder, autosomal dominant 66, 619910 (3), Autosomal dominant
601657	EPYC	
603288	KERA	Cornea plana 2, autosomal recessive, 217300 (3), Autosomal recessive
600616	LUM	
125255	DCN	Corneal dystrophy, congenital stromal, 610048 (3), Autosomal dominant
109580	BTG1	
608096		Epilepsy, familial temporal lobe, 2, 608096 (2), Autosomal dominant
608520		Major depressive disorder 1, 608516 (2)
616989	CLLU1-AS1	
616988	CLLU1	
605070	EEA1	
609229	NUDT4	
603679	UBE2N	
611847	MRPL42	
617269	SOCS2-AS1	
605117	SOCS2	
603454	CRADD	Intellectual developmental disorder, autosomal recessive 34, with variant lissencephaly, 614499 (3), Autosomal recessive
615847	CEP83	Nephronophthisis 18, 615862 (3), Autosomal recessive
604259	PLXNC1	
617459	TMCC3	
614384	MIR492	
614530	NDUFA12	Mitochondrial complex I deficiency, nuclear type 23, 618244 (3), Autosomal recessive
601529	NR2C1	
613520	FGD6	
619749	VEZT	
601870	METAP2	
610993	USP44	
610401	NTN4	
613096		Spastic paraplegia 36, autosomal dominant, 613096 (2), Autosomal dominant
603541	SNRPF	
620863	AMDHD1	
609457	HAL	[Histidinemia], 235800 (3), Autosomal dominant, Autosomal recessive
151570	LTA4H	
600247	ELK3	
603440	CDK17	
600372	NEDD1	
607045	RMST	
188380	TMPO	
600370	SLC25A3	Mitochondrial phosphate carrier deficiency, 610773 (3), Autosomal recessive
609861	IKBIP	
602233	APAF1	
607815	ANKS1B	
619811	BLTP3B	
619729	ACTR6	
616365	SCYL2	Arthrogryposis multiplex congenita 4, neurogenic, with agenesis of the corpus callosum, 618766 (3), Autosomal recessive
607557	SLC17A8	Deafness, autosomal dominant 25, 605583 (3), Autosomal dominant
603826	NR1H4	Cholestasis, progressive familial intrahepatic, 5, 617049 (3), Autosomal recessive
617224	GAS2L3	
610111	ANO4	
608044	SLC5A8	
614985	HELLPAR	
612822	UTP20	
603425	ARL1	
612568	SPIC	
160794	MYBPC1	Congenital myopathy 16, 618524 (3), Autosomal dominant; Lethal congenital contracture syndrome 4, 614915 (3), Autosomal recessive; Arthrogryposis, distal, type 1B, 614335 (3), Autosomal dominant
616747	CHPT1	
604759	SYCP3	Pregnancy loss, recurrent, 4, 270960 (3), Autosomal dominant; Spermatogenic failure 4, 270960 (3), Autosomal dominant
607840	GNPTAB	Mucolipidosis III alpha/beta, 252600 (3), Autosomal recessive; Mucolipidosis II alpha/beta, 252500 (3), Autosomal recessive
610776	DRAM1	
619925	WASHC3	
609264	NUP37	?Microcephaly 24, primary, autosomal recessive, 618179 (3), Autosomal recessive
613687	PARPBP	
176795	PMCH	
147440	IGF1	Insulin-like growth factor I deficiency, 608747 (3), Autosomal recessive
612349	PAH	[Hyperphenylalaninemia, non-PKU mild], 261600 (3), Autosomal recessive; Phenylketonuria, 261600 (3), Autosomal recessive
100790	ASCL1	
620875		
608561	STAB2	
611076	NT5DC3	
191175	HSP90B1	
618812	UQCC6	
601423	TDG	
607926	HCFC2	
189904	NFYB	
601112	TXNRD1	
612986	EID3	
610128	CHST11	?Osteochondrodysplasia, brachydactyly, and overlapping malformed digits, 618167 (3), Autosomal recessive
610802	SLC41A2	
613584	ALDH1L2	
615748	WASHC4	Intellectual developmental disorder, autosomal recessive 43, 615817 (3), Autosomal recessive
606231	APPL2	
608130	NUAK1	
618595	CKAP4	
619889	TCP11L2	
614366	POLR3B	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism, 614381 (3), Autosomal recessive; Charcot-Marie-Tooth disease, demyelinating, type 1I, 619742 (3), Autosomal dominant
603958	RFX4	
609147	RIC8B	
616929	MTERF2	
601933	CRY1	{Delayed sleep phase disorder, susceptibility to}, 614163 (3), Autosomal dominant
620055	PWP1	
605780	PRDM4	
609155	ASCL4	
619253	WSCD2	
602351	CMKLR1	
611684	SART3	
611911	ISCU	Myopathy with lactic acidosis, hereditary, 255125 (3), Autosomal recessive
618989	TMEM119	
612011		{Celiac disease, susceptibility to, 13}, 612011 (2)
608447		Carotid intimal medial thickness, 608447 (2)
607411		{Patent ductus arteriosus, susceptibility to}, 607411 (2), Autosomal recessive
175850		Porokeratosis 2, palmar, plantar, and disseminated, 175850 (2), Autosomal dominant
608437		{Systemic lupus erythematosus, susceptibility to, 4}, 608437 (2)
609261		Stuttering, familial persistent, 2, 609261 (2)
600738	SELPLG	
605269	CORO1C	
606778	SSH1	
124050	DAO	
611699	SVOP	
612492	USP30	
610602	ALKBH2	
191525	UNG	Immunodeficiency with hyper IgM, type 5, 608106 (3), Autosomal recessive
601557	ACACB	
609429	FOXN4	
614636	MYO1H	?Central hypoventilation syndrome, congenital, 2, and autonomic dysfunction, 619482 (3), Autosomal recessive
613421	KCTD10	
608047	UBE3B	Kaufman oculocerebrofacial syndrome, 244450 (3), Autosomal recessive
607568	MMAB	Methylmalonic aciduria, vitamin B12-responsive, cblB type, 251110 (3), Autosomal recessive
251170	MVK	Hyper-IgD syndrome, 260920 (3), Autosomal recessive; Porokeratosis 3, multiple types, 175900 (3), Autosomal dominant; Mevalonic aciduria, 610377 (3), Autosomal recessive
605427	TRPV4	Neuronopathy, distal hereditary motor, autosomal dominant 8, 600175 (3), Autosomal dominant; Spondylometaphyseal dysplasia, Kozlowski type, 184252 (3), Autosomal dominant; Digital arthropathy-brachydactyly, familial, 606835 (3), Autosomal dominant; [Sodium serum level QTL 1], 613508 (3); SED, Maroteaux type, 184095 (3), Autosomal dominant; Metatropic dysplasia, 156530 (3), Autosomal dominant; Scapuloperoneal spinal muscular atrophy, 181405 (3), Autosomal dominant; Hereditary motor and sensory neuropathy, type IIc, 606071 (3), Autosomal dominant; ?Avascular necrosis of femoral head, primary, 2, 617383 (3), Autosomal dominant; Parastremmatic dwarfism, 168400 (3), Autosomal dominant; Brachyolmia type 3, 113500 (3), Autosomal dominant
608949	GLTP	
612654	TCHP	
608564	GIT2	
615123	ANKRD13A	
605489	IFT81	Short-rib thoracic dysplasia 19 with or without polydactyly, 617895 (3), Autosomal recessive
108740	ATP2A2	Acrokeratosis verruciformis, 101900 (3), Autosomal dominant; Darier disease, 124200 (3), Autosomal dominant
606949	ANAPC7	Ferguson-Bonni neurodevelopmental syndrome, 619699 (3), Autosomal recessive
604225	ARPC3	
606932	VPS29	
608368	RAD9B	
609668	PPTC7	
609863	TCTN1	Joubert syndrome 13, 614173 (3), Autosomal recessive
611227	HVCN1	
176914	PPP1CC	
617969	CCDC63	
160781	MYL2	Cardiomyopathy, hypertrophic, 10, 608758 (3), Autosomal dominant; Myopathy, myofibrillar, 12, infantile-onset, with cardiomyopathy, 619424 (3), Autosomal recessive
610648	CUX2	Developmental and epileptic encephalopathy 67, 618141 (3), Autosomal dominant
614239	PHETA1	
605093	SH2B3	Thrombocythemia, somatic, 187950 (3); Myelofibrosis, somatic, 254450 (3); Erythrocytosis, somatic, 133100 (3)
601517	ATXN2	{Amyotrophic lateral sclerosis, susceptibility to, 13}, 183090 (3), Autosomal dominant; Spinocerebellar ataxia 2, 183090 (3), Autosomal dominant; {Parkinson disease, late-onset, susceptibility to}, 168600 (3), Autosomal dominant, Multifactorial
604986	BRAP	
611181	ACAD10	
100650	ALDH2	{Esophageal cancer, alcohol-related, susceptibility to} (3); {Sublingual nitroglycerin, susceptibility to poor response to} (3); Alcohol sensitivity, acute, 610251 (3), Autosomal dominant; {Hangover, susceptibility to}, 610251 (3), Autosomal dominant
606723	MAPKAPK5	Neurocardiofaciodigital syndrome, 619869 (3), Autosomal recessive
602287	ERP29	
612755	NAA25	
613197	TRAFD1	
620209	HECTD4	Neurodevelopmental disorder with seizures, spasticity, and complete or partial agenesis of the corpus callosum, 620250 (3), Autosomal recessive
603703	RPL6	
176876	PTPN11	Noonan syndrome 1, 163950 (3), Autosomal dominant; LEOPARD syndrome 1, 151100 (3), Autosomal dominant; Metachondromatosis, 156250 (3), Autosomal dominant; Leukemia, juvenile myelomonocytic, somatic, 607785 (3)
612159	RPH3A	
164350	OAS1	Immunodeficiency 100 with pulmonary alveolar proteinosis and hypogammaglobulinemia, 618042 (3), Autosomal dominant
603351	OAS3	
603350	OAS2	
602582	DTX1	
604118	RASAL1	
611665	DDX54	
620696	RITA1	
609666	TPCN1	
609841	SLC8B1	
620097	PLBD2	
182128	SDS	
620735	SDSL	
605992	LHX5	
616444	RBM19	
614422		Cataract 37, autosomal dominant, 614422 (2), Autosomal dominant
601407		Diabetes mellitus, noninsulin-dependent, 2, 601407 (2)
603416	RPL21P1	
601620	TBX5	Holt-Oram syndrome, 142900 (3), Autosomal dominant
601621	TBX3	Ulnar-mammary syndrome, 181450 (3), Autosomal dominant
608771	MED13L	Impaired intellectual development and distinctive facial features with or without cardiac defects, 616789 (3), Autosomal dominant
620673	MAP1LC3B2	
620254	RNFT2	
603447	HRK	
609073	FBXW8	
611585	TESC	
609095	FBXO21	
163731	NOS1	
610737	KSR2	
600407	RFC5	
604591	PEBP1	
616711	TAOK3	
608250	SUDS3	
613103	SRRM4	
608014	HSPB8	Neuronopathy, distal hereditary motor, autosomal dominant 2, 158590 (3), Autosomal dominant; Charcot-Marie-Tooth disease, axonal, type 2L, 608673 (3), Autosomal dominant
618296	TMEM233	
602740	PRKAB1	
605629	CIT	Microcephaly 17, primary, autosomal recessive, 617090 (3), Autosomal recessive
617002	BICDL1	
604199	RAB35	
605614	GCN1	
180510	RPLP0	
602505	PXN	
620823	RNU4-2	
604482	SIRT4	
620822	RNU4-1	
612573		[Mean platelet volume QTL1], 612573 (2)
172410	PLA2G1B	
603328	MSI1	
602072	COX6A1	Charcot-Marie-Tooth disease, recessive intermediate D, 616039 (3), Autosomal recessive
614943	TRIAP1	
617210	GATC	Combined oxidative phosphorylation deficiency 42, 618839 (3), Autosomal recessive
601943	SRSF9	
601562	DYNLL1	
616207	NRAV	
616359	COQ5	?Coenzyme Q10 deficiency, primary, 9, 619028 (3), Autosomal recessive
615998	RNF10	
609992	POP5	
605563	CABP1	
613802	MLEC	
620513	UNC119B	
606885	ACADS	Acyl-CoA dehydrogenase, short-chain, deficiency of, 201470 (3), Autosomal recessive
608240	SPPL3	
142410	HNF1A	Hepatic adenoma, somatic, 142330 (3); Diabetes mellitus, insulin-dependent, 20, 612520 (3); {Diabetes mellitus, noninsulin-dependent, 2}, 125853 (3), Autosomal dominant; MODY, type III, 600496 (3), Autosomal dominant; {Diabetes mellitus, insulin-dependent}, 222100 (3), Autosomal recessive; Renal cell carcinoma, 144700 (3)
603281	OASL	
602566	P2RX7	
600846	P2RX4	
615002	CAMKK2	
606948	ANAPC5	
608299	RNF34	
609078	KDM2B	
610277	ORAI1	Immunodeficiency 9, 612782 (3), Autosomal recessive; Myopathy, tubular aggregate, 2, 615883 (3), Autosomal dominant
616551	TMEM120B	
618867	RHOF	
611055	SETD1B	Intellectual developmental disorder with seizures and language delay, 619000 (3), Autosomal dominant
609695	HPD	Hawkinsinuria, 140350 (3), Autosomal dominant; Tyrosinemia, type III, 276710 (3), Autosomal recessive
603146	PSMD9	
618146	CFAP251	Spermatogenic failure 33, 618152 (3), Autosomal recessive
601406	BCL7A	
608090	MLXIP	
609509	IL31	
605864	B3GNT4	
605219	DIABLO	Deafness, autosomal dominant 64, 614152 (3), Autosomal dominant
610034	VPS33A	Mucopolysaccharidosis-plus syndrome, 617303 (3), Autosomal recessive
179838	CLIP1	
616381	ZCCHC8	?Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 5, 618674 (3), Autosomal dominant
619996	RSRC2	
607363	KNTC1	
609163	HCAR2	
606039	HCAR3	
606923	HCAR1	
604550	DENR	
613481	CCDC62	?Spermatogenic failure 67, 619803 (3), Autosomal recessive
605613	HIP1R	
610037	VPS37B	
605453	ABCB9	
607668	ARL6IP4	
608920	PITPNM2	
613541	MTRFR	Spastic paraplegia 55, autosomal recessive, 615035 (3), Autosomal recessive; Combined oxidative phosphorylation deficiency 7, 613559 (3), Autosomal recessive
605501	MPHOSPH9	
602198	CDK2AP1	
614274	SBNO1	
607240	KMT5A	
614093	RILPL2	
619631	SNRNP35	
614092	RILPL1	Oculopharyngodistal myopathy 4, 619790 (3), Autosomal dominant
619642	TMED2	
620176	DDX55	
606686	EIF2B1	Leukoencephalopathy with vanishing white matter 1, with or without ovarian failure, 603896 (3), Autosomal recessive
601750	GTF2H3	
613846	TCTN2	Joubert syndrome 24, 616654 (3), Autosomal recessive; ?Meckel syndrome 8, 613885 (3), Autosomal recessive
611716	ATP6V0A2	Wrinkly skin syndrome, 278250 (3), Autosomal recessive; Cutis laxa, autosomal recessive, type IIA, 219200 (3), Autosomal recessive
605884	DNAH10	Spermatogenic failure 56, 619515 (3), Autosomal recessive
617890	ZNF664	
615927	RFLNA	
600848	NCOR2	
601040	SCARB1	[High density lipoprotein cholesterol level QTL6], 610762 (3)
191340	UBC	
617362	DHX37	Neurodevelopmental disorder with brain anomalies and with or without vertebral or cardiac anomalies, 618731 (3), Autosomal recessive; 46XY sex reversal 11, 273250 (3), Autosomal dominant
615627	BRI3BP	
615622	THRIL	
614364	AACS	
620260	TMEM132B	
615806	SLC15A4	
611257	TMEM132D	
606147	FZD10	
605571	PIWIL1	
611602	RIMBP2	
132350	STX2	
601179	RAN	
613639	ADGRD1	
601945	SFSWAP	
602285	MMP17	
603168	ULK1	
608109	PUS1	Myopathy, lactic acidosis, and sideroblastic anemia 1, 600462 (3), Autosomal recessive
606265	EP400	
612819	NOC4L	
606251	GALNT9	
601932	MUC8	
620123	FBRSL1	
600844	P2RX2	Deafness, autosomal dominant 41, 608224 (3), Autosomal dominant
174762	POLE	{Colorectal cancer, susceptibility to, 12}, 615083 (3), Autosomal dominant; FILS syndrome, 615139 (3), Autosomal recessive; IMAGE-I syndrome, 618336 (3), Autosomal recessive
617399	PXMP2	
614939	PGAM5	
616062	ANKLE2	Microcephaly 16, primary, autosomal recessive, 616681 (3), Autosomal recessive
602581	GOLGA3	
605209	CHFR	
194537	ZNF26	
618554	ZNF84	
604082	ZNF140	
194538	ZNF10	
604753	ZNF268	
191120		
610158		Corneal dystrophy, Fuchs endothelial, 2, 610158 (2), Autosomal dominant
180450	RNR1	
604595		[Cholesterol level QTL 1], 604595 (2)
612312		{Attention deficit-hyperactivity disorder, susceptibility to, 6}, 612312 (2)
605844		{Dermatitis, atopic, susceptibility to, 5}, 605844 (2)
609384		Fibrosis of extraocular muscles, congenital, 3C, 609384 (2), Autosomal dominant
608557		{Myocardial infarction, susceptibility to, 2}, 608557 (2)
602528	TUBA3C	
606791	TPTE2	
611626	MPHOSPH8	
612408	PSPC1	
616443	ZMYM5	
602221	ZMYM2	Neurodevelopmental-craniofacial syndrome with variable renal and cardiac abnormalities, 619522 (3), Autosomal dominant
121015	GJA3	Cataract 14, multiple types, 601885 (3), Autosomal dominant
121011	GJB2	Keratoderma, palmoplantar, with deafness, 148350 (3), Autosomal dominant; Deafness, autosomal recessive 1A, 220290 (3), Digenic dominant, Autosomal recessive; Deafness, autosomal dominant 3A, 601544 (3), Autosomal dominant; Hystrix-like ichthyosis with deafness, 602540 (3), Autosomal dominant; Bart-Pumphrey syndrome, 149200 (3), Autosomal dominant; Keratitis-ichthyosis-deafness syndrome, 148210 (3), Autosomal dominant; Vohwinkel syndrome, 124500 (3), Autosomal dominant
604418	GJB6	Ectodermal dysplasia 2, Clouston type, 129500 (3), Autosomal dominant; Deafness, autosomal dominant 3B, 612643 (3), Autosomal dominant; Deafness, autosomal recessive 1B, 612645 (3), Autosomal recessive; Deafness, digenic GJB2/GJB6, 220290 (3), Digenic dominant, Autosomal recessive
609877	CRYL1	
600595	IFT88	
607587	IL17D	
617793	EEF1AKMT1	
611449	XPO4	
604861	LATS2	
602949	SAP18	
619247	SKA3	
611997	MRPL57	
617972	ZDHHC20	
610632	MICU2	
600921	FGF9	Multiple synostoses syndrome 3, 612961 (3), Autosomal dominant
614166		Myopia 20, autosomal dominant, 614166 (2)
608896	SGCG	Muscular dystrophy, limb-girdle, autosomal recessive 5, 253700 (3), Autosomal recessive
604490	SACS	Spastic ataxia, Charlevoix-Saguenay type, 270550 (3), Autosomal recessive
