MIM Number,Approved Gene Symbol,Phenotypes,inheritance,recessive,dominant
112264,BMP1,"Osteogenesis imperfecta, type XIII, 614856 (3), Autosomal recessive",Autosomal recessive,1,0
608736,SLC39A14,"?Hyperostosis cranalis interna, 144755 (3), Autosomal dominant; Hypermanganesemia with dystonia 2, 617013 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
607352,RHOBTB2,"Developmental and epileptic encephalopathy 64, 618004 (3), Autosomal dominant",Autosomal dominant,0,1
603612,TNFRSF10B,"Squamous cell carcinoma, head and neck, 275355 (3), Autosomal recessive",Autosomal recessive,1,0
162280,NEFL,"Charcot-Marie-Tooth disease, type 1F, 607734 (3), Autosomal dominant, Autosomal recessive; Charcot-Marie-Tooth disease, dominant intermediate G, 617882 (3), Autosomal dominant; Charcot-Marie-Tooth disease, type 2E, 607684 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
152760,GNRH1,"?Hypogonadotropic hypogonadism 12 with or without anosmia, 614841 (3), Autosomal recessive",Autosomal recessive,1,0
118502,CHRNA2,"Epilepsy, nocturnal frontal lobe, type 4, 610353 (3), Autosomal dominant",Autosomal dominant,0,1
132811,EPHX2,"{Hypercholesterolemia, familial, due to LDLR defect, modifier of}, 143890 (3), Autosomal dominant, Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
609353,ESCO2,"Juberg-Hayward syndrome, 216100 (3), Autosomal recessive; Roberts-SC phocomelia syndrome, 268300 (3), Autosomal recessive",Autosomal recessive,1,0
605744,EXTL3,"Immunoskeletal dysplasia with neurodevelopmental abnormalities, 617425 (3), Autosomal recessive",Autosomal recessive,1,0
189964,GTF2E2,"Trichothiodystrophy 6, nonphotosensitive, 616943 (3), Autosomal recessive",Autosomal recessive,1,0
138300,GSR,"Hemolytic anemia due to glutathione reductase deficiency, 618660 (3), Autosomal recessive",Autosomal recessive,1,0
605795,TEX15,"Spermatogenic failure 25, 617960 (3), Autosomal recessive",Autosomal recessive,1,0
604611,WRN,"Werner syndrome, 277700 (3), Autosomal recessive",Autosomal recessive,1,0
614426,TTI2,"Intellectual developmental disorder, autosomal recessive 39, 615541 (3), Autosomal recessive",Autosomal recessive,1,0
615215,KCNU1,"Spermatogenic failure 79, 620196 (3), Autosomal recessive",Autosomal recessive,1,0
611605,ERLIN2,"Spastic paraplegia 18A, autosomal dominant, 620512 (3), Autosomal dominant; Spastic paraplegia 18B, autosomal recessive, 611225 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
604436,PLPBP,"Epilepsy, early-onset, 1, vitamin B6-dependent, 617290 (3), Autosomal recessive",Autosomal recessive,1,0
109691,ADRB3,"{Obesity, susceptibility to}, 601665 (3), Autosomal dominant, Multifactorial, Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
600617,STAR,"Lipoid adrenal hyperplasia, 201710 (3), Autosomal recessive",Autosomal recessive,1,0
615003,DDHD2,"Spastic paraplegia 54, autosomal recessive, 615033 (3), Autosomal recessive",Autosomal recessive,1,0
136350,FGFR1,"Pfeiffer syndrome, 101600 (3), Autosomal dominant; Hypogonadotropic hypogonadism 2 with or without anosmia, 147950 (3), Autosomal dominant; Jackson-Weiss syndrome, 123150 (3), Autosomal dominant; Hartsfield syndrome, 615465 (3), Autosomal dominant; Trigonocephaly 1, 190440 (3), Autosomal dominant; Osteoglophonic dysplasia, 166250 (3), Autosomal dominant; Encephalocraniocutaneous lipomatosis, somatic mosaic, 613001 (3)",Autosomal dominant,0,1
602713,ADAM9,"Cone-rod dystrophy 9, 612775 (3), Autosomal recessive",Autosomal recessive,1,0
612641,ANK1,"Spherocytosis, type 1, 182900 (3), Autosomal dominant, Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
601408,KAT6A,"Arboleda-Tham syndrome, 616268 (3), Autosomal dominant",Autosomal dominant,0,1
603258,IKBKB,"Immunodeficiency 15B, 615592 (3), Autosomal recessive; Immunodeficiency 15A, 618204 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
158378,SLC20A2,"Basal ganglia calcification, idiopathic, 1, 213600 (3), Autosomal dominant",Autosomal dominant,0,1
609520,THAP1,"Dystonia 6, torsion, 602629 (3), Autosomal dominant",Autosomal dominant,0,1
614649,RNF170,"Ataxia, sensory, 1, autosomal dominant, 608984 (3), Autosomal dominant; Spastic paraplegia 85, autosomal recessive, 619686 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
615247,POMK,"?Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 12, 616094 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 12, 615249 (3), Autosomal recessive",Autosomal recessive,1,0
610453,HGSNAT,"Mucopolysaccharidosis type IIIC (Sanfilippo C), 252930 (3), Autosomal recessive; Retinitis pigmentosa 73, 616544 (3), Autosomal recessive",Autosomal recessive,1,0
615384,SPIDR,"Ovarian dysgenesis 9, 619665 (3), Autosomal recessive",Autosomal recessive,1,0
600899,PRKDC,"Immunodeficiency 26, with or without neurologic abnormalities, 615966 (3), Autosomal recessive",Autosomal recessive,1,0
602638,MCM4,"Immunodeficiency 54, 609981 (3), Autosomal recessive",Autosomal recessive,1,0
619564,CLXN,"Ciliary dyskinesia, primary, 53, 620642 (3), Autosomal recessive",Autosomal recessive,1,0
610928,SOX17,"Vesicoureteral reflux 3, 613674 (3), Autosomal dominant",Autosomal dominant,0,1
603937,RP1,"Retinitis pigmentosa 1, 180100 (3), Autosomal dominant, Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
165120,LYN,"Autoinflammatory disease, systemic, with vasculitis, 620376 (3), Autosomal dominant",Autosomal dominant,0,1
190060,MOS,"Oocyte/zygote/embryo maturation arrest 20, 620383 (3), Autosomal recessive",Autosomal recessive,1,0
603026,PLAG1,"Adenomas, salivary gland pleomorphic, somatic, 181030 (3); Silver-Russell syndrome 4, 618907 (3), Autosomal dominant",Autosomal dominant,0,1
614010,BPNT2,"Chondrodysplasia with joint dislocations, GPAPP type, 614078 (3), Autosomal recessive",Autosomal recessive,1,0
114815,CA8,"Cerebellar ataxia, impaired intellectual development and dysequilibrium syndrome 3, 613227 (3), Autosomal recessive",Autosomal recessive,1,0
608892,CHD7,"Hypogonadotropic hypogonadism 5 with or without anosmia, 612370 (3), Autosomal dominant; CHARGE syndrome, 214800 (3), Autosomal dominant",Autosomal dominant,0,1
600582,ASPH,"Traboulsi syndrome, 601552 (3), Autosomal recessive",Autosomal recessive,1,0
600415,TTPA,"Ataxia with isolated vitamin E deficiency, 277460 (3), Autosomal recessive",Autosomal recessive,1,0
603711,CYP7B1,"Spastic paraplegia 5A, autosomal recessive, 270800 (3), Autosomal recessive; Bile acid synthesis defect, congenital, 3, 613812 (3), Autosomal recessive",Autosomal recessive,1,0
611654,CSPP1,"Joubert syndrome 21, 615636 (3), Autosomal recessive",Autosomal recessive,1,0
604141,ARFGEF1,"Developmental delay, impaired speech, and behavioral abnormalities, with or without seizures, 619964 (3), Autosomal dominant",Autosomal dominant,0,1
609562,CPA6,"Febrile seizures, familial, 11, 614418 (3), Autosomal recessive; Epilepsy, familial temporal lobe, 5, 614417 (3), Autosomal dominant, Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
601653,EYA1,"Branchiootic syndrome 1, 602588 (3), Autosomal dominant; Branchiootorenal syndrome 1, with or without cataracts, 113650 (3), Autosomal dominant; Anterior segment anomalies with or without cataract, 602588 (3), Autosomal dominant; ?Otofaciocervical syndrome, 166780 (3), Autosomal dominant",Autosomal dominant,0,1
604775,TRPA1,"?Episodic pain syndrome, familial, 1, 615040 (3), Autosomal dominant",Autosomal dominant,0,1
612418,TMEM70,"Mitochondrial complex V (ATP synthase) deficiency, nuclear type 2, 614052 (3), Autosomal recessive",Autosomal recessive,1,0
605266,JPH1,"?Charcot-Marie-Tooth disease, axonal, autosomal dominant, type 2K, 607831 (3), Autosomal dominant, Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
606598,GDAP1,"Charcot-Marie-Tooth disease, axonal, with vocal cord paresis, 607706 (3), Autosomal recessive; Charcot-Marie-Tooth disease, recessive intermediate, A, 608340 (3), Autosomal recessive; Charcot-Marie-Tooth disease, axonal, type 2K, 607831 (3), Autosomal dominant, Autosomal recessive; Charcot-Marie-Tooth disease, type 4A, 214400 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
606940,ZFHX4,"?Ptosis, congenital, 178300 (2), Autosomal dominant",Autosomal dominant,0,1
170993,PEX2,"Peroxisome biogenesis disorder 5A (Zellweger), 614866 (3), Autosomal recessive; Peroxisome biogenesis disorder 5B, 614867 (3), Autosomal recessive",Autosomal recessive,1,0
146660,IL7,"{?Epidermodysplasia verruciformis, susceptibility to, 5}, 618309 (3), Autosomal recessive",Autosomal recessive,1,0
611990,MRPS28,"?Combined oxidative phosphorylation deficiency 47, 618958 (3), Autosomal recessive",Autosomal recessive,1,0
170715,PMP2,"Charcot-Marie-Tooth disease, demyelinating, type 1G, 618279 (3), Autosomal dominant",Autosomal dominant,0,1
602064,IMPA1,"Intellectual developmental disorder, autosomal recessive 59, 617323 (3), Autosomal recessive",Autosomal recessive,1,0
611492,CA2,"Osteopetrosis, autosomal recessive 3, with renal tubular acidosis, 259730 (3), Autosomal recessive",Autosomal recessive,1,0
605080,CNGB3,"Achromatopsia 3, 262300 (3), Autosomal recessive",Autosomal recessive,1,0
602667,NBN,"Leukemia, acute lymphoblastic, 613065 (3); Aplastic anemia, 609135 (3); Nijmegen breakage syndrome, 251260 (3), Autosomal recessive",Autosomal recessive,1,0
612021,OTUD6B,"Intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies, 617452 (3), Autosomal recessive",Autosomal recessive,1,0
617273,CIBAR1,"?Polydactyly, postaxial, type A9, 618219 (3), Autosomal recessive",Autosomal recessive,1,0
609884,TMEM67,"Nephronophthisis 11, 613550 (3), Autosomal recessive; {Bardet-Biedl syndrome 14, modifier of}, 615991 (3), Autosomal recessive; Joubert syndrome 6, 610688 (3), Autosomal recessive; Meckel syndrome 3, 607361 (3), Autosomal recessive; ?RHYNS syndrome, 602152 (3), Autosomal recessive; COACH syndrome 1, 216360 (3), Autosomal recessive",Autosomal recessive,1,0
605993,PDP1,"Pyruvate dehydrogenase phosphatase deficiency, 608782 (3), Autosomal recessive",Autosomal recessive,1,0
612959,ESRP1,"?Deafness, autosomal recessive 109, 618013 (3), Autosomal recessive",Autosomal recessive,1,0
611351,INTS8,"?Neurodevelopmental disorder with cerebellar hypoplasia and spasticity, 618572 (3), Autosomal recessive",Autosomal recessive,1,0
612392,NDUFAF6,"Mitochondrial complex I deficiency, nuclear type 17, 618239 (3), Autosomal recessive; Fanconi renotubular syndrome 5, 618913 (3), Autosomal recessive",Autosomal recessive,1,0
614477,CFAP418,"Retinitis pigmentosa 64, 614500 (3), Autosomal recessive; Cone-rod dystrophy 16, 614500 (3), Autosomal recessive; Bardet-Biedl syndrome 21, 617406 (3), Autosomal recessive",Autosomal recessive,1,0
601147,GDF6,"Microphthalmia with coloboma 6, digenic, 613703 (3), Autosomal dominant; Microphthalmia, isolated 4, 613094 (3); Leber congenital amaurosis 17, 615360 (3), Autosomal recessive; Multiple synostoses syndrome 4, 617898 (3), Autosomal dominant; Klippel-Feil syndrome 1, autosomal dominant, 118100 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
191330,UQCRB,"Mitochondrial complex III deficiency, nuclear type 3, 615158 (3), Autosomal recessive",Autosomal recessive,1,0
612792,PTDSS1,"Lenz-Majewski hyperostotic dwarfism, 151050 (3), Autosomal dominant",Autosomal dominant,0,1
602486,POP1,"Anauxetic dysplasia 2, 617396 (3), Autosomal recessive",Autosomal recessive,1,0
607817,VPS13B,"Cohen syndrome, 216550 (3), Autosomal recessive",Autosomal recessive,1,0
609110,FBXO43,"Spermatogenic failure 64, 619696 (3), Autosomal recessive; Oocyte/zygote/embryo maturation arrest 12, 619697 (3), Autosomal recessive",Autosomal recessive,1,0
603395,SPAG1,"Ciliary dyskinesia, primary, 28, 615505 (3), Autosomal recessive",Autosomal recessive,1,0
608576,GRHL2,"Deafness, autosomal dominant 28, 608641 (3), Autosomal dominant; Ectodermal dysplasia/short stature syndrome, 616029 (3), Autosomal recessive; Corneal dystrophy, posterior polymorphous, 4, 618031 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
604712,RRM2B,"Mitochondrial DNA depletion syndrome 8B (MNGIE type), 612075 (3), Autosomal recessive; Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy), 612075 (3), Autosomal recessive; Rod-cone dystrophy, sensorineural deafness, and Fanconi-type renal dysfunction, 268315 (3), Autosomal recessive; Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 5, 613077 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
603409,FZD6,"Nail disorder, nonsyndromic congenital, 1, 161050 (3), Autosomal recessive",Autosomal recessive,1,0
138480,SLC25A32,"?Exercise intolerance, riboflavin-responsive, 616839 (3), Autosomal recessive",Autosomal recessive,1,0
606630,RIMS2,"Cone-rod synaptic disorder syndrome, congenital nonprogressive, 618970 (3), Autosomal recessive",Autosomal recessive,1,0
613326,DPYS,"Dihydropyrimidinuria, 222748 (3), Autosomal recessive",Autosomal recessive,1,0
618299,LRP12,"Oculopharyngodistal myopathy 1, 164310 (3), Autosomal dominant; Amyotrophic lateral sclerosis 28, 620452 (3), Autosomal dominant",Autosomal dominant,0,1
603693,ZFPM2,"Diaphragmatic hernia 3, 610187 (3); 46XY sex reversal 9, 616067 (3), Autosomal dominant; Tetralogy of Fallot, 187500 (3), Autosomal dominant",Autosomal dominant,0,1
605609,OXR1,"Cerebellar hypoplasia/atrophy, epilepsy, and global developmental delay, 213000 (3), Autosomal recessive",Autosomal recessive,1,0
601667,ANGPT1,"?Angioedema, hereditary, 5, 619361 (3), Autosomal dominant",Autosomal dominant,0,1
610575,RSPO2,"?Humerofemoral hypoplasia with radiotibial ray deficiency, 618022 (3), Autosomal recessive; Tetraamelia syndrome 2, 618021 (3), Autosomal recessive",Autosomal recessive,1,0
188545,TRHR,"Hypothyroidism, congenital, nongoitrous, 7, 618573 (3), Autosomal recessive",Autosomal recessive,1,0
607843,PKHD1L1,"Deafness, autosomal recessive 124, 620794 (3), Autosomal recessive",Autosomal recessive,1,0
604386,TRPS1,"Trichorhinophalangeal syndrome, type III, 190351 (3), Autosomal dominant; Trichorhinophalangeal syndrome, type I, 190350 (3), Autosomal dominant",Autosomal dominant,0,1
606462,RAD21,"Cornelia de Lange syndrome 4, 614701 (3), Autosomal dominant; ?Mungan syndrome, 611376 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
611145,SLC30A8,"{Diabetes mellitus, noninsulin-dependent, susceptibility to}, 125853 (3), Autosomal dominant",Autosomal dominant,0,1
608177,EXT1,"Exostoses, multiple, type 1, 133700 (3), Autosomal dominant; Chondrosarcoma, 215300 (3), Somatic mutation",Autosomal dominant,0,1
618073,SAMD12,"Epilepsy, familial adult myoclonic, 1, 601068 (3), Autosomal dominant",Autosomal dominant,0,1
602643,TNFRSF11B,"Paget disease of bone 5, juvenile-onset, 239000 (3), Autosomal recessive",Autosomal recessive,1,0
607620,COLEC10,"3MC syndrome 3, 248340 (3), Autosomal recessive",Autosomal recessive,1,0
604912,TAF2,"Intellectual developmental disorder, autosomal recessive 40, 615599 (3), Autosomal recessive",Autosomal recessive,1,0
601445,NDUFB9,"?Mitochondrial complex I deficiency, nuclear type 24, 618245 (3), Autosomal recessive",Autosomal recessive,1,0
610657,WASHC5,"Ritscher-Schinzel syndrome 1, 220210 (3), Autosomal recessive; Spastic paraplegia 8, autosomal dominant, 603563 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
617246,NSMCE2,"Seckel syndrome 10, 617253 (3), Autosomal recessive",Autosomal recessive,1,0
602232,KCNQ3,"Seizures, benign neonatal, 2, 121201 (3), Autosomal dominant",Autosomal dominant,0,1
614930,DNAAF11,"Ciliary dyskinesia, primary, 19, 614935 (3), Autosomal recessive",Autosomal recessive,1,0
188450,TG,"{Autoimmune thyroid disease, susceptibility to, 3}, 608175 (3); Thyroid dyshormonogenesis 3, 274700 (3), Autosomal recessive",Autosomal recessive,1,0
605262,NDRG1,"Charcot-Marie-Tooth disease, type 4D, 601455 (3), Autosomal recessive",Autosomal recessive,1,0
611966,TRAPPC9,"Intellectual developmental disorder, autosomal recessive 13, 613192 (3), Autosomal recessive",Autosomal recessive,1,0
606229,AGO2,"Lessel-Kreienkamp syndrome, 619149 (3), Autosomal dominant",Autosomal dominant,0,1
606119,SLURP1,"Meleda disease, 248300 (3), Autosomal recessive",Autosomal recessive,1,0
610613,CYP11B1,"Aldosteronism, glucocorticoid-remediable, 103900 (3), Autosomal dominant; Adrenal hyperplasia, congenital, due to 11-beta-hydroxylase deficiency, 202010 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
124080,CYP11B2,"Hypoaldosteronism, congenital, due to CMO I deficiency, 203400 (3), Autosomal recessive; Aldosterone to renin ratio raised (3); {Low renin hypertension, susceptibility to} (3); Hypoaldosteronism, congenital, due to CMO II deficiency, 610600 (3), Autosomal recessive",Autosomal recessive,1,0
612757,GPIHBP1,"Hyperlipoproteinemia, type 1D, 615947 (3), Autosomal recessive",Autosomal recessive,1,0
610303,MAFA,"Insulinomatosis and diabetes mellitus, 147630 (3), Autosomal dominant",Autosomal dominant,0,1
611927,FAM83H,"Amelogenesis imperfecta, type IIIA, 130900 (3), Autosomal dominant",Autosomal dominant,0,1
604819,PUF60,"Verheij syndrome, 615583 (3), Autosomal dominant",Autosomal dominant,0,1
601282,PLEC,"?Epidermolysis bullosa simplex 5D, generalized intermediate, autosomal recessive, 616487 (3), Autosomal recessive; Epidermolysis bullosa simplex 5B, with muscular dystrophy, 226670 (3), Autosomal recessive; Epidermolysis bullosa simplex 5C, with pyloric atresia, 612138 (3), Autosomal recessive; Epidermolysis bullosa simplex 5A, Ogna type, 131950 (3), Autosomal dominant; Muscular dystrophy, limb-girdle, autosomal recessive 17, 613723 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
